Tanggal,Username,Tweet
"
2021-04-25 12:22:18",syamimasri,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:22:11",nabiilahshkrh,"RT @asyakirullah: @syazrulaqram Ni jer aku nak pesan. Dia ratu ada rumah agam, luluskan pembalakan dkt pahang hingga menyebabkan banjir bes…"

"
2021-04-25 12:22:11",AtiqHuxley,RT @faruqmcgrath: Pastu nanti sama kisahnya dengan vaksin. Lembap!

"
2021-04-25 12:22:06",syazwanrazak_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:22:02",RedRossySmile,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:21:58",aisyajohan_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:21:51",fathtihah,"RT @yo_sapit: “Kita belum menang”?

More like “Kita sedang tewas.”
VIPs don’t care anymore. Diorang dah vaksin."

"
2021-04-25 12:21:49",sofearazlin__,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:21:43",lkjhgfdsayie,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:21:42",adawiyahhhhh83,"RT @abstrakim: Ada yang kata vaksin ni boleh kurangkan imun badan, semua ni agenda Dajjal. Kat malaysia ni vaksin pun lambat, 5 tahun baru…"

"
2021-04-25 12:21:42",zahidzakariaa,"RT @The_Endie: Menteri2 umno jaga vaksin dah bazir RM5B utk beli vaksin yg hingga hari ni tak kunjung tiba, tetiba nak jarah KWAN utk beli…"

"
2021-04-25 12:21:38",agoengmada,"kalo yg pulang kampung, sudah di vaksin gmn?? https://t.co/iBY8jXbM0B"

"
2021-04-25 12:21:27",nabiilahshkrh,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:21:21",diy4hadid,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:21:03",deannalina,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:20:49",mhmd_hilmi,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:20:39",qssstnsss,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:20:37",syrhabzi,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:20:23",Ainajihah97,Mak aku anti vaksin. Sebab dia dengar cerita dari member dia yang ada orang dapat vaksin terus paralyze lmao. Can i… https://t.co/6VpeBhok1k

"
2021-04-25 12:20:13",ashq_noum,"@sideofdorothy Manusia normal minumnya 2, abis di vaksin jadi 10 🤷🏻‍♂️"

"
2021-04-25 12:20:09",JapenKelantan,"RT @JKJAVMY: Advokasi vaksin COVID-19 bersama @Khairykj
https://t.co/d9umIEf8dW
 
Ketahui lebih lanjut mengenai program imunisasi kebangsaa…"

"
2021-04-25 12:20:04",nzzmismail,Kat China punya la nak galakkan orang vaksin cepat sampai kerajaan komunis China bagi telur 1 papan kat siapa yg dah cucuk vaksin..

"
2021-04-25 12:20:01",ftnielsuh,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:19:29",syxzxqishh_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:19:22",zadfadil,RT @yo_sapit: Patut buat vip dapat vaksin last. Confirm sekelip mata semua orang dapat vaksin.

"
2021-04-25 12:19:17",HanafiArif3,"Sayangi keluarga Anda jangan mudik yaa sobat , meskipun sudah di vaksin tetap liburan asyik dirumah saja sayangi ke… https://t.co/9xQgTQiIk8"

"
2021-04-25 12:19:04",NatasyahLya,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:19:02",Herlin_673YP,@Radhee08 @angedespoir5 Allhamdulilah sudah di vaksin ke 2

"
2021-04-25 12:18:58",arulakim,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:18:31",nrshahila1,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:18:19",izzxtxmir,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:17:54",putrayyyy,@aisteabtl @astronood bekasi aja tolong. seminggu bsk jdwl vaksin full

"
2021-04-25 12:17:46",raion_ss,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 12:17:43",_shauuu,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 12:17:39",amirahnmn,RT @yo_sapit: Patut buat vip dapat vaksin last. Confirm sekelip mata semua orang dapat vaksin.

"
2021-04-25 12:17:16",ainaaaaizzaty,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:17:05",haniff36529050,Ekonomi malaysia mcm yg umum tahu sgt teruk... Apa kata gaji2 menteri &amp; yb di potong 60% utk setahun je utk beli va… https://t.co/bROJvxkRrh

"
2021-04-25 12:16:58",ainaasofiaa,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:16:56",its_me_Osza,"RT @mawakresna: Laporan Tempo ini bikin ingat pengobatan kontroversial Terawan pertama, yakni Cell Cure, yang diklaim menyembuhkan kanker.…"

"
2021-04-25 12:16:54",yuqilve,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:16:49",pemujasiput,"Baiklah kalo vaksin pertama cuma ngantuk, vaksin kedua ini bikin ngantuk, laparr, dan pegel2"

"
2021-04-25 12:16:30",esmerayyy___,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:16:20",syerbahar,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:16:11",ummushahid,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:16:10",Sha_oh_pyqah,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:15:50",Shawon21753420,"RT @Sudastika: 35) Raden menyebut bahwa hingga 20 April, jumlah masyarakat yg telah menerima vaksin baik suntikan pertama dan kedua adalah…"

"
2021-04-25 12:15:38",ajiekysff,RT @The_Endie: Takziah diucapkan kpd keluarga mangsa. Semoga menteri menteri beruk yang menjaga vaksin mula insaf dan menjenguk keluarga te…

"
2021-04-25 12:15:12",meehooonn,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:14:52",bud_firdaus,"RT @mawakresna: Laporan Tempo ini bikin ingat pengobatan kontroversial Terawan pertama, yakni Cell Cure, yang diklaim menyembuhkan kanker.…"

"
2021-04-25 12:14:46",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:45",byenashie,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:14:38",msbo123,RT @faruqmcgrath: Pastu nanti sama kisahnya dengan vaksin. Lembap!

"
2021-04-25 12:14:35",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:33",keuangannews_id,"Iwan Fals Bingung terkait Kisruh Vaksin Sinovac dan Vaksin Nusantara, Apa Katanya? https://t.co/Jci5lcNobf"

"
2021-04-25 12:14:30",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:22",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:17",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:12",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:10",kokokola13__,sialla fesbuk ni abah aku anti vaksin dah astu acah pandai cite sal sel darah putih kene serang ngan virus jdi keju… https://t.co/NRlmxnhsTz

"
2021-04-25 12:14:05",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:14:03",Twetbijak,RT @elzataher: Alhamdulillah sudah dua kali Vaksin.  Tatpi tetap harus hati hati.. https://t.co/cWzeGb9bLH

"
2021-04-25 12:14:00",MotivasiIlmu,RT @elzataher: Alhamdulillah sudah dua kali Vaksin.  Tatpi tetap harus hati hati.. https://t.co/cWzeGb9bLH

"
2021-04-25 12:14:00",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:13:57",Kata2doa,RT @elzataher: Alhamdulillah sudah dua kali Vaksin.  Tatpi tetap harus hati hati.. https://t.co/cWzeGb9bLH

"
2021-04-25 12:13:56",SosmedMedia,RT @elzataher: Alhamdulillah sudah dua kali Vaksin.  Tatpi tetap harus hati hati.. https://t.co/cWzeGb9bLH

"
2021-04-25 12:13:55",HasniIsmail5,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

IOW

25/4…"

"
2021-04-25 12:13:51",Pegangan_Hidup,RT @elzataher: Alhamdulillah sudah dua kali Vaksin.  Tatpi tetap harus hati hati.. https://t.co/cWzeGb9bLH

"
2021-04-25 12:13:51",tgharundin,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:13:43",deandelaina,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:13:42",mhdsyhrddn,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:13:37",wanfathonah,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:13:36",rashdankhalid_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:13:34",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

IOW

25/4…"

"
2021-04-25 12:13:20",robyparman,Rabu besok vaksin kedua

"
2021-04-25 12:13:09",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:13:02",shukrillex,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:12:58",ilyvitt,"Pasca vaksin badan pegel2 semua, sakit sebadan2.
Abis vaksin emg gabole mandi ya? Beres mandi bukannya seger malah pusing🤧🤧"

"
2021-04-25 12:12:54",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:12:54",frhnzr,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:12:48",N0IKAIDO,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:12:39",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:12:23",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:12:20",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:12:17",causeim26C4U,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:12:13",elzataher,Alhamdulillah sudah dua kali Vaksin.  Tatpi tetap harus hati hati.. https://t.co/cWzeGb9bLH

"
2021-04-25 12:12:06",ahmadeez_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:12:00",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:11:57",24041712YK,"RT @marshyellow_: Teman-teman jaga kesehatan kalian ya. Bener-bener jaga 5M nya, istirahat yang cukup, sama minum vitaminnya jangan lupa. B…"

"
2021-04-25 12:11:57",anbas5155,"RT @LagaCawan: Keluarkan wang tak lalu parlimen, perbelanjaan vaksin tak diterangkan, apa keperluan ambil wang tak dijelaskan. 

Duit KWSP…"

"
2021-04-25 12:11:46",udiennn_,"RT @abstrakim: Ada yang kata vaksin ni boleh kurangkan imun badan, semua ni agenda Dajjal. Kat malaysia ni vaksin pun lambat, 5 tahun baru…"

"
2021-04-25 12:11:41",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:11:28",bukutebal1,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:11:27",james_ych,"RT @DGHisham: Mesyuarat PBKD ke-356 pd hari ini, telah meluluskan pendaftaran bersyarat utk produk vaksin CoronaVac Suspension for Injectio…"

"
2021-04-25 12:11:15",JoPermadi,@Bagoesbagus7 @RodriChen @mawakresna Sama mas terlepas eficacynya sy bersyukur disuntik sinovac dan sdh ada antibod… https://t.co/L5lykmHJca

"
2021-04-25 12:11:14",ABDULAZ34136017,@TrinityTraveler Daftar vaksin sinovac blom d panggil tlong bs d bantu

"
2021-04-25 12:10:50",nurariffazhari,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:10:48",Youtube52005448,RT @Sudastika: 50) Pemda diminta getol lakukan sosialisasi thd efektivitas vaksin virus corona dlm tubuh. Masy yg sudah divaksin tak lantas…

"
2021-04-25 12:10:47",njwrose,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:10:44",arepkepci,Yang si apa menteri buat bedah perut tu did she just said nak percepatkan vaksin untuk kanak2???? Gurl theres a rea… https://t.co/EzmFLzMG90

"
2021-04-25 12:10:43",mhzzlf,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:10:29",wsyazleen,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:10:19",ainakhalim176,RT @mzajamy: Pakcik cleaner hospital yg tua and ada masalah kesihatan yang hari2 bersihkan wad covid tu asyik tanya aku je bila turn mereka…

"
2021-04-25 12:10:03",yeahdunno_,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:09:57",Senggiaw,"Warga emas dunia menghadapi cabaran. Malaysia ada lebih dua juta warga emas. Media melaporkan 9,916 warga emas suda… https://t.co/8D1SYRojOj"

"
2021-04-25 12:09:39",hajjajjj_00,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:09:35",BlyhteL,@OktaraniS @AmeriaCindy Jangan ragu lagi karena vaksin terbukti aman dan efektif dalam menekan lajunya penyebaran C… https://t.co/JzbU42tqMx

"
2021-04-25 12:09:25",akirabintangf,Habis di vaksin ke-2 malah oleng gini badan 🤕

"
2021-04-25 12:09:20",aghniyafayyadh,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:09:11",farhanahmasrun,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:09:10",aazrihafizi,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:09:08",muhammadimamfz,"Menemukan metode yg terbukti banyak menyembuhkan orang dicekal, jadi menteri salah ngomong dikit terkait corona jug… https://t.co/3DecDlKOqz"

"
2021-04-25 12:09:03",MarnitKumai,"RT @polairudkalteng: Markas Unit (Marnit) Patroli Daerah Aliran Sungai (Das) Jelai Direktorat Polairud Polda Kalteng, Kapal Komandan (Dan P…"

"
2021-04-25 12:09:03",karimasnt,Mana w yang vaksin kedua ini mokel lagi.

"
2021-04-25 12:09:03",karimasnt,"Coworkers dan kontrakan-mate kok pada b aja ya abis vaksin, w ga vaksin pertama ga kedua sama sama abisnya penyakitan :("

"
2021-04-25 12:08:41",HudaZamri11,@zulaikhxfni Annoying tau. Dah la hari2 muka dia keluar tv duk educate orang pasal vaksin la sop la. Hari2 pahala p… https://t.co/qQo3vtwavf

"
2021-04-25 12:08:40",sarramones,"Aku lagi bengang bila aku cakap pasal vaksin lepastu orang tua ni be like ""kau tu baru nampak dunia mana tau sangat… https://t.co/8uIyEswbrV"

"
2021-04-25 12:08:33",shoehanaa,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:08:33",dashdelune,Mana yg vaksin kedua ini batal puasa lagi.

"
2021-04-25 12:08:14",syattty,Bila cikgu cikgu nak dapat vaksin ni kerajaan bodo weh. Mak aku dah kena swab test kali kedua. Haritu dah positif s… https://t.co/syrfIzgH2g

"
2021-04-25 12:08:11",dashdelune,"Coworkers dan kontrakan-mate kok pada b aja ya abis vaksin, w ga vaksin pertama ga kedua sama sama abisnya penyakitan :("

"
2021-04-25 12:08:11",SoniaHelmay,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:08:04",__natasyahesham,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:08:00",khairinafzi,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:07:55",The_Endie,Takziah diucapkan kpd keluarga mangsa. Semoga menteri menteri beruk yang menjaga vaksin mula insaf dan menjenguk ke… https://t.co/JPKoQAHiqt

"
2021-04-25 12:07:36",Rhaeaaa1,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:07:34",muhammadimamfz,"Vaksin nusantara ternyata digagas sama dokter terawan, mantan menteri kesehatan sekaligus jenderal TNI yg menemukan… https://t.co/DaFGsMVkWb"

"
2021-04-25 12:07:34",gavinharrisz,"RT @SyedAkramin: Berapa harga vaksin ni? Kalau bawah RM100 per dos, aku beli sendiri saja. Tak payahlah jarah duit KWAN tu, risau bukan sem…"

"
2021-04-25 12:07:30",sarahasu_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:07:24",saifulhazmi94,"RT @501Awani: Saya sudah bincang dalam mesyuarat MKN, kita ingin memutuskan siapa yang sudah dapat dua suntikan vaksin #COVID19 dan sijil b…"

"
2021-04-25 12:07:18",fatenhzwni,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:07:09",Niccha_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:06:47",yusofirdaus,"RT @The_Endie: Menteri2 umno jaga vaksin dah bazir RM5B utk beli vaksin yg hingga hari ni tak kunjung tiba, tetiba nak jarah KWAN utk beli…"

"
2021-04-25 12:06:31",yeolahv,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 12:06:30",HazimNrdin,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:06:21",mzffrahmd,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:06:04",Aeyman5,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:05:47",nrysrnfz,"RT @yo_sapit: “Kita belum menang”?

More like “Kita sedang tewas.”
VIPs don’t care anymore. Diorang dah vaksin."

"
2021-04-25 12:05:34",imuni_id,"Apa perbedaan vaksin Campak, MR, dan MMR?
•⁠⁠⁠⁠⁠⁠
Bagaimana jadwal dan pemberian vaksinasi untuk anak dan dewasa?… https://t.co/P1Ye9og2GY"

"
2021-04-25 12:05:30",kutipansosmed_,"@PhedetC Mending berdarah, biar di vaksin gratis :v"

"
2021-04-25 12:05:27",MADR_94,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:05:25",pawihineyani,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:05:13",QrizQrizQriz,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:04:54",prettybeehahaha,RT @yo_sapit: Patut buat vip dapat vaksin last. Confirm sekelip mata semua orang dapat vaksin.

"
2021-04-25 12:04:30",AdamIrfanR,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:04:15",aDwaitnomore,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 12:04:09",ajikzaini,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

